datetime;carbon_intensity[gCO₂eq/kWh];year;country_code
2000-01-01 00:00:00+00:00;249.99998;2000;AFG
2001-01-01 00:00:00+00:00;217.39131;2001;AFG
2002-01-01 00:00:00+00:00;169.01408;2002;AFG
2003-01-01 00:00:00+00:00;241.75824;2003;AFG
2004-01-01 00:00:00+00:00;227.84811;2004;AFG
2005-01-01 00:00:00+00:00;219.5122;2005;AFG
2006-01-01 00:00:00+00:00;255.55556;2006;AFG
2007-01-01 00:00:00+00:00;227.72278;2007;AFG
2008-01-01 00:00:00+00:00;256.41025;2008;AFG
2009-01-01 00:00:00+00:00;123.595505;2009;AFG
2010-01-01 00:00:00+00:00;147.72726;2010;AFG
2011-01-01 00:00:00+00:00;194.8052;2011;AFG
2012-01-01 00:00:00+00:00;147.72726;2012;AFG
2013-01-01 00:00:00+00:00;180.18018;2013;AFG
2014-01-01 00:00:00+00:00;129.31035;2014;AFG
2015-01-01 00:00:00+00:00;118.644066;2015;AFG
2016-01-01 00:00:00+00:00;115.702484;2016;AFG
2017-01-01 00:00:00+00:00;126.98412;2017;AFG
2018-01-01 00:00:00+00:00;153.84616;2018;AFG
2019-01-01 00:00:00+00:00;149.5327;2019;AFG
2020-01-01 00:00:00+00:00;125.0;2020;AFG
2021-01-01 00:00:00+00:00;132.53012;2021;AFG
2022-01-01 00:00:00+00:00;132.53012;2022;AFG
2000-01-01 00:00:00+00:00;48.625793;2000;ALB
2001-01-01 00:00:00+00:00;51.49051;2001;ALB
2002-01-01 00:00:00+00:00;61.994606;2002;ALB
2003-01-01 00:00:00+00:00;36.32887;2003;ALB
2004-01-01 00:00:00+00:00;39.639637;2004;ALB
2005-01-01 00:00:00+00:00;33.39518;2005;ALB
2006-01-01 00:00:00+00:00;35.714287;2006;ALB
2007-01-01 00:00:00+00:00;42.40283;2007;ALB
2008-01-01 00:00:00+00:00;23.936172;2008;ALB
2009-01-01 00:00:00+00:00;23.076921;2009;ALB
2010-01-01 00:00:00+00:00;23.778072;2010;ALB
2011-01-01 00:00:00+00:00;33.412888;2011;ALB
2012-01-01 00:00:00+00:00;23.305084;2012;ALB
2013-01-01 00:00:00+00:00;24.42529;2013;ALB
2014-01-01 00:00:00+00:00;23.305084;2014;ALB
2015-01-01 00:00:00+00:00;23.7691;2015;ALB
2016-01-01 00:00:00+00:00;23.136248;2016;ALB
2017-01-01 00:00:00+00:00;24.282558;2017;ALB
2018-01-01 00:00:00+00:00;23.391811;2018;ALB
2019-01-01 00:00:00+00:00;23.076921;2019;ALB
2020-01-01 00:00:00+00:00;24.482107;2020;ALB
2021-01-01 00:00:00+00:00;23.437498;2021;ALB
2022-01-01 00:00:00+00:00;24.285715;2022;ALB
2000-01-01 00:00:00+00:00;638.58264;2000;DZA
2001-01-01 00:00:00+00:00;638.2419;2001;DZA
2002-01-01 00:00:00+00:00;637.9747;2002;DZA
2003-01-01 00:00:00+00:00;634.0886;2003;DZA
2004-01-01 00:00:00+00:00;634.56;2004;DZA
2005-01-01 00:00:00+00:00;629.3129;2005;DZA
2006-01-01 00:00:00+00:00;635.8217;2006;DZA
2007-01-01 00:00:00+00:00;635.92365;2007;DZA
2008-01-01 00:00:00+00:00;635.34674;2008;DZA
2009-01-01 00:00:00+00:00;634.5455;2009;DZA
2010-01-01 00:00:00+00:00;636.99976;2010;DZA
2011-01-01 00:00:00+00:00;633.3463;2011;DZA
2012-01-01 00:00:00+00:00;632.7526;2012;DZA
2013-01-01 00:00:00+00:00;635.9993;2013;DZA
2014-01-01 00:00:00+00:00;637.0002;2014;DZA
2015-01-01 00:00:00+00:00;637.4201;2015;DZA
2016-01-01 00:00:00+00:00;636.40204;2016;DZA
2017-01-01 00:00:00+00:00;634.1528;2017;DZA
2018-01-01 00:00:00+00:00;633.03345;2018;DZA
2019-01-01 00:00:00+00:00;632.9983;2019;DZA
2020-01-01 00:00:00+00:00;633.6784;2020;DZA
2021-01-01 00:00:00+00:00;634.52313;2021;DZA
2022-01-01 00:00:00+00:00;634.611;2022;DZA
2000-01-01 00:00:00+00:00;647.0588;2000;ASM
2001-01-01 00:00:00+00:00;647.0588;2001;ASM
2002-01-01 00:00:00+00:00;666.6666;2002;ASM
2003-01-01 00:00:00+00:00;684.2105;2003;ASM
2004-01-01 00:00:00+00:00;684.2105;2004;ASM
2005-01-01 00:00:00+00:00;684.2105;2005;ASM
2006-01-01 00:00:00+00:00;684.2105;2006;ASM
2007-01-01 00:00:00+00:00;684.2105;2007;ASM
2008-01-01 00:00:00+00:00;684.2105;2008;ASM
2009-01-01 00:00:00+00:00;666.6666;2009;ASM
2010-01-01 00:00:00+00:00;687.5;2010;ASM
2011-01-01 00:00:00+00:00;687.5;2011;ASM
2012-01-01 00:00:00+00:00;687.5;2012;ASM
2013-01-01 00:00:00+00:00;666.6666;2013;ASM
2014-01-01 00:00:00+00:00;666.6666;2014;ASM
2015-01-01 00:00:00+00:00;687.5;2015;ASM
2016-01-01 00:00:00+00:00;647.0588;2016;ASM
2017-01-01 00:00:00+00:00;687.5;2017;ASM
2018-01-01 00:00:00+00:00;687.5;2018;ASM
2019-01-01 00:00:00+00:00;687.5;2019;ASM
2020-01-01 00:00:00+00:00;647.0588;2020;ASM
2021-01-01 00:00:00+00:00;647.0588;2021;ASM
2022-01-01 00:00:00+00:00;611.1111;2022;ASM
2000-01-01 00:00:00+00:00;256.94446;2000;AGO
2001-01-01 00:00:00+00:00;262.19513;2001;AGO
2002-01-01 00:00:00+00:00;250.0;2002;AGO
2003-01-01 00:00:00+00:00;261.30652;2003;AGO
2004-01-01 00:00:00+00:00;160.7143;2004;AGO
2005-01-01 00:00:00+00:00;121.673;2005;AGO
2006-01-01 00:00:00+00:00;117.44966;2006;AGO
2007-01-01 00:00:00+00:00;169.75308;2007;AGO
2008-01-01 00:00:00+00:00;162.96297;2008;AGO
2009-01-01 00:00:00+00:00;236.25255;2009;AGO
2010-01-01 00:00:00+00:00;227.10622;2010;AGO
2011-01-01 00:00:00+00:00;208.48056;2011;AGO
2012-01-01 00:00:00+00:00;207.25388;2012;AGO
2013-01-01 00:00:00+00:00;289.57056;2013;AGO
2014-01-01 00:00:00+00:00;324.26776;2014;AGO
2015-01-01 00:00:00+00:00;312.88342;2015;AGO
2016-01-01 00:00:00+00:00;286.88525;2016;AGO
2017-01-01 00:00:00+00:00;205.3654;2017;AGO
2018-01-01 00:00:00+00:00;154.4901;2018;AGO
2019-01-01 00:00:00+00:00;186.47282;2019;AGO
2020-01-01 00:00:00+00:00;171.32661;2020;AGO
2021-01-01 00:00:00+00:00;172.7003;2021;AGO
2022-01-01 00:00:00+00:00;174.73436;2022;AGO
2000-01-01 00:00:00+00:00;666.6666;2000;ATG
2001-01-01 00:00:00+00:00;647.0588;2001;ATG
2002-01-01 00:00:00+00:00;684.2105;2002;ATG
2003-01-01 00:00:00+00:00;666.6667;2003;ATG
2004-01-01 00:00:00+00:00;636.36365;2004;ATG
2005-01-01 00:00:00+00:00;666.6667;2005;ATG
2006-01-01 00:00:00+00:00;653.8462;2006;ATG
2007-01-01 00:00:00+00:00;655.17236;2007;ATG
2008-01-01 00:00:00+00:00;666.6666;2008;ATG
2009-01-01 00:00:00+00:00;666.6666;2009;ATG
2010-01-01 00:00:00+00:00;666.6666;2010;ATG
2011-01-01 00:00:00+00:00;666.6666;2011;ATG
2012-01-01 00:00:00+00:00;666.6666;2012;ATG
2013-01-01 00:00:00+00:00;666.6666;2013;ATG
2014-01-01 00:00:00+00:00;647.0588;2014;ATG
2015-01-01 00:00:00+00:00;628.5714;2015;ATG
2016-01-01 00:00:00+00:00;647.0588;2016;ATG
2017-01-01 00:00:00+00:00;628.5714;2017;ATG
2018-01-01 00:00:00+00:00;638.8889;2018;ATG
2019-01-01 00:00:00+00:00;638.8889;2019;ATG
2020-01-01 00:00:00+00:00;628.5714;2020;ATG
2021-01-01 00:00:00+00:00;628.5714;2021;ATG
2022-01-01 00:00:00+00:00;611.1111;2022;ATG
2000-01-01 00:00:00+00:00;355.4731;2000;ARG
2001-01-01 00:00:00+00:00;302.08566;2001;ARG
2002-01-01 00:00:00+00:00;294.83392;2002;ARG
2003-01-01 00:00:00+00:00;316.38968;2003;ARG
2004-01-01 00:00:00+00:00;357.67004;2004;ARG
2005-01-01 00:00:00+00:00;357.16312;2005;ARG
2006-01-01 00:00:00+00:00;349.9074;2006;ARG
2007-01-01 00:00:00+00:00;388.03735;2007;ARG
2008-01-01 00:00:00+00:00;400.62338;2008;ARG
2009-01-01 00:00:00+00:00;382.35776;2009;ARG
2010-01-01 00:00:00+00:00;401.5873;2010;ARG
2011-01-01 00:00:00+00:00;419.87796;2011;ARG
2012-01-01 00:00:00+00:00;432.14233;2012;ARG
2013-01-01 00:00:00+00:00;422.23022;2013;ARG
2014-01-01 00:00:00+00:00;424.13745;2014;ARG
2015-01-01 00:00:00+00:00;426.55756;2015;ARG
2016-01-01 00:00:00+00:00;431.9201;2016;ARG
2017-01-01 00:00:00+00:00;425.38284;2017;ARG
2018-01-01 00:00:00+00:00;414.29352;2018;ARG
2019-01-01 00:00:00+00:00;397.6206;2019;ARG
2020-01-01 00:00:00+00:00;394.7041;2020;ARG
2021-01-01 00:00:00+00:00;406.98663;2021;ARG
2022-01-01 00:00:00+00:00;394.61646;2022;ARG
2023-01-01 00:00:00+00:00;354.10287;2023;ARG
2000-01-01 00:00:00+00:00;280.2768;2000;ARM
2001-01-01 00:00:00+00:00;290.94077;2001;ARM
2002-01-01 00:00:00+00:00;184.55745;2002;ARM
2003-01-01 00:00:00+00:00;179.24527;2003;ARM
2004-01-01 00:00:00+00:00;172.71156;2004;ARM
2005-01-01 00:00:00+00:00;184.21053;2005;ARM
2006-01-01 00:00:00+00:00;161.12083;2006;ARM
2007-01-01 00:00:00+00:00;162.25749;2007;ARM
2008-01-01 00:00:00+00:00;193.22034;2008;ARM
2009-01-01 00:00:00+00:00;134.19118;2009;ARM
2010-01-01 00:00:00+00:00;146.73045;2010;ARM
2011-01-01 00:00:00+00:00;203.8835;2011;ARM
2012-01-01 00:00:00+00:00;263.4271;2012;ARM
2013-01-01 00:00:00+00:00;256.3418;2013;ARM
2014-01-01 00:00:00+00:00;264.2762;2014;ARM
2015-01-01 00:00:00+00:00;225.16556;2015;ARM
2016-01-01 00:00:00+00:00;222.53523;2016;ARM
2017-01-01 00:00:00+00:00;231.0757;2017;ARM
2018-01-01 00:00:00+00:00;268.7747;2018;ARM
2019-01-01 00:00:00+00:00;248.33112;2019;ARM
2020-01-01 00:00:00+00:00;251.3089;2020;ARM
2021-01-01 00:00:00+00:00;265.54404;2021;ARM
2022-01-01 00:00:00+00:00;264.53815;2022;ARM
2000-01-01 00:00:00+00:00;653.8461;2000;ABW
2001-01-01 00:00:00+00:00;654.3209;2001;ABW
2002-01-01 00:00:00+00:00;658.5366;2002;ABW
2003-01-01 00:00:00+00:00;654.7619;2003;ABW
2004-01-01 00:00:00+00:00;655.1724;2004;ABW
2005-01-01 00:00:00+00:00;659.3407;2005;ABW
2006-01-01 00:00:00+00:00;659.3407;2006;ABW
2007-01-01 00:00:00+00:00;659.57446;2007;ABW
2008-01-01 00:00:00+00:00;659.3407;2008;ABW
2009-01-01 00:00:00+00:00;642.1053;2009;ABW
2010-01-01 00:00:00+00:00;585.1064;2010;ABW
2011-01-01 00:00:00+00:00;580.6452;2011;ABW
2012-01-01 00:00:00+00:00;554.3478;2012;ABW
2013-01-01 00:00:00+00:00;553.19147;2013;ABW
2014-01-01 00:00:00+00:00;542.55316;2014;ABW
2015-01-01 00:00:00+00:00;536.08246;2015;ABW
2016-01-01 00:00:00+00:00;563.8297;2016;ABW
2017-01-01 00:00:00+00:00;567.0103;2017;ABW
2018-01-01 00:00:00+00:00;552.0833;2018;ABW
2019-01-01 00:00:00+00:00;556.70105;2019;ABW
2020-01-01 00:00:00+00:00;556.70105;2020;ABW
2021-01-01 00:00:00+00:00;561.2245;2021;ABW
2022-01-01 00:00:00+00:00;561.2245;2022;ABW
2000-01-01 00:00:00+00:00;805.977;2000;AUS
2001-01-01 00:00:00+00:00;803.1303;2001;AUS
2002-01-01 00:00:00+00:00;794.66644;2002;AUS
2003-01-01 00:00:00+00:00;792.1665;2003;AUS
2004-01-01 00:00:00+00:00;792.8281;2004;AUS
2005-01-01 00:00:00+00:00;791.80023;2005;AUS
2006-01-01 00:00:00+00:00;790.4954;2006;AUS
2007-01-01 00:00:00+00:00;791.1509;2007;AUS
2008-01-01 00:00:00+00:00;791.507;2008;AUS
2009-01-01 00:00:00+00:00;785.1141;2009;AUS
2010-01-01 00:00:00+00:00;775.6704;2010;AUS
2011-01-01 00:00:00+00:00;749.4147;2011;AUS
2012-01-01 00:00:00+00:00;746.988;2012;AUS
2013-01-01 00:00:00+00:00;726.1581;2013;AUS
2014-01-01 00:00:00+00:00;734.18134;2014;AUS
2015-01-01 00:00:00+00:00;729.71375;2015;AUS
2016-01-01 00:00:00+00:00;713.51117;2016;AUS
2017-01-01 00:00:00+00:00;718.0755;2017;AUS
2018-01-01 00:00:00+00:00;688.421;2018;AUS
2019-01-01 00:00:00+00:00;670.1015;2019;AUS
2020-01-01 00:00:00+00:00;642.33466;2020;AUS
2021-01-01 00:00:00+00:00;605.90765;2021;AUS
2022-01-01 00:00:00+00:00;570.35284;2022;AUS
2023-01-01 00:00:00+00:00;548.69226;2023;AUS
1990-01-01 00:00:00+00:00;249.84778;1990;AUT
1991-01-01 00:00:00+00:00;262.7592;1991;AUT
1992-01-01 00:00:00+00:00;201.64362;1992;AUT
1993-01-01 00:00:00+00:00;183.58994;1993;AUT
1994-01-01 00:00:00+00:00;196.15013;1994;AUT
1995-01-01 00:00:00+00:00;207.26613;1995;AUT
1996-01-01 00:00:00+00:00;233.30214;1996;AUT
1997-01-01 00:00:00+00:00;233.31535;1997;AUT
1998-01-01 00:00:00+00:00;210.31886;1998;AUT
1999-01-01 00:00:00+00:00;204.62157;1999;AUT
2000-01-01 00:00:00+00:00;203.387;2000;AUT
2001-01-01 00:00:00+00:00;229.0915;2001;AUT
2002-01-01 00:00:00+00:00;226.12569;2002;AUT
2003-01-01 00:00:00+00:00;282.38745;2003;AUT
2004-01-01 00:00:00+00:00;259.33713;2004;AUT
2005-01-01 00:00:00+00:00;254.00029;2005;AUT
2006-01-01 00:00:00+00:00;253.01398;2006;AUT
2007-01-01 00:00:00+00:00;232.69138;2007;AUT
2008-01-01 00:00:00+00:00;220.41006;2008;AUT
2009-01-01 00:00:00+00:00;195.89186;2009;AUT
2010-01-01 00:00:00+00:00;226.77676;2010;AUT
2011-01-01 00:00:00+00:00;238.5852;2011;AUT
2012-01-01 00:00:00+00:00;185.87035;2012;AUT
2013-01-01 00:00:00+00:00;173.35397;2013;AUT
2014-01-01 00:00:00+00:00;150.4468;2014;AUT
2015-01-01 00:00:00+00:00;172.06215;2015;AUT
2016-01-01 00:00:00+00:00;154.61691;2016;AUT
2017-01-01 00:00:00+00:00;162.9155;2017;AUT
2018-01-01 00:00:00+00:00;157.87846;2018;AUT
2019-01-01 00:00:00+00:00;152.77974;2019;AUT
2020-01-01 00:00:00+00:00;133.40092;2020;AUT
2021-01-01 00:00:00+00:00;136.0228;2021;AUT
2022-01-01 00:00:00+00:00;141.78989;2022;AUT
2023-01-01 00:00:00+00:00;110.81243;2023;AUT
2000-01-01 00:00:00+00:00;617.773;2000;AZE
2001-01-01 00:00:00+00:00;648.7342;2001;AZE
2002-01-01 00:00:00+00:00;623.6616;2002;AZE
2003-01-01 00:00:00+00:00;615.2399;2003;AZE
2004-01-01 00:00:00+00:00;611.87854;2004;AZE
2005-01-01 00:00:00+00:00;609.8949;2005;AZE
2006-01-01 00:00:00+00:00;630.76294;2006;AZE
2007-01-01 00:00:00+00:00;631.07245;2007;AZE
2008-01-01 00:00:00+00:00;639.6855;2008;AZE
2009-01-01 00:00:00+00:00;629.1777;2009;AZE
2010-01-01 00:00:00+00:00;588.64484;2010;AZE
2011-01-01 00:00:00+00:00;623.58167;2011;AZE
2012-01-01 00:00:00+00:00;659.5559;2012;AZE
2013-01-01 00:00:00+00:00;669.2473;2013;AZE
2014-01-01 00:00:00+00:00;677.2229;2014;AZE
2015-01-01 00:00:00+00:00;663.8177;2015;AZE
2016-01-01 00:00:00+00:00;651.5091;2016;AZE
2017-01-01 00:00:00+00:00;658.95953;2017;AZE
2018-01-01 00:00:00+00:00;661.75885;2018;AZE
2019-01-01 00:00:00+00:00;667.8227;2019;AZE
2020-01-01 00:00:00+00:00;680.0;2020;AZE
2021-01-01 00:00:00+00:00;676.1426;2021;AZE
2022-01-01 00:00:00+00:00;671.38904;2022;AZE
2000-01-01 00:00:00+00:00;658.82355;2000;BHS
2001-01-01 00:00:00+00:00;655.3672;2001;BHS
2002-01-01 00:00:00+00:00;656.08466;2002;BHS
2003-01-01 00:00:00+00:00;660.0;2003;BHS
2004-01-01 00:00:00+00:00;656.5656;2004;BHS
2005-01-01 00:00:00+00:00;660.2871;2005;BHS
2006-01-01 00:00:00+00:00;655.6604;2006;BHS
2007-01-01 00:00:00+00:00;657.77783;2007;BHS
2008-01-01 00:00:00+00:00;657.77783;2008;BHS
2009-01-01 00:00:00+00:00;658.8784;2009;BHS
2010-01-01 00:00:00+00:00;656.71643;2010;BHS
2011-01-01 00:00:00+00:00;658.5366;2011;BHS
2012-01-01 00:00:00+00:00;657.8947;2012;BHS
2013-01-01 00:00:00+00:00;659.57446;2013;BHS
2014-01-01 00:00:00+00:00;656.25;2014;BHS
2015-01-01 00:00:00+00:00;660.0;2015;BHS
2016-01-01 00:00:00+00:00;659.89844;2016;BHS
2017-01-01 00:00:00+00:00;658.2914;2017;BHS
2018-01-01 00:00:00+00:00;660.0;2018;BHS
2019-01-01 00:00:00+00:00;656.71643;2019;BHS
2020-01-01 00:00:00+00:00;658.41583;2020;BHS
2021-01-01 00:00:00+00:00;660.0986;2021;BHS
2022-01-01 00:00:00+00:00;660.0986;2022;BHS
2000-01-01 00:00:00+00:00;904.7619;2000;BHR
2001-01-01 00:00:00+00:00;904.92474;2001;BHR
2002-01-01 00:00:00+00:00;904.98035;2002;BHR
2003-01-01 00:00:00+00:00;904.4586;2003;BHR
2004-01-01 00:00:00+00:00;904.6439;2004;BHR
2005-01-01 00:00:00+00:00;904.49146;2005;BHR
2006-01-01 00:00:00+00:00;898.7642;2006;BHR
2007-01-01 00:00:00+00:00;901.4733;2007;BHR
2008-01-01 00:00:00+00:00;904.90796;2008;BHR
2009-01-01 00:00:00+00:00;904.69855;2009;BHR
2010-01-01 00:00:00+00:00;904.7019;2010;BHR
2011-01-01 00:00:00+00:00;904.6836;2011;BHR
2012-01-01 00:00:00+00:00;904.72345;2012;BHR
2013-01-01 00:00:00+00:00;904.67004;2013;BHR
2014-01-01 00:00:00+00:00;904.2553;2014;BHR
2015-01-01 00:00:00+00:00;904.52795;2015;BHR
2016-01-01 00:00:00+00:00;904.2778;2016;BHR
2017-01-01 00:00:00+00:00;904.5502;2017;BHR
2018-01-01 00:00:00+00:00;904.5685;2018;BHR
2019-01-01 00:00:00+00:00;904.5318;2019;BHR
2020-01-01 00:00:00+00:00;904.4052;2020;BHR
2021-01-01 00:00:00+00:00;904.3683;2021;BHR
2022-01-01 00:00:00+00:00;904.6145;2022;BHR
2000-01-01 00:00:00+00:00;645.54584;2000;BGD
2001-01-01 00:00:00+00:00;647.2958;2001;BGD
2002-01-01 00:00:00+00:00;647.4934;2002;BGD
2003-01-01 00:00:00+00:00;648.2312;2003;BGD
2004-01-01 00:00:00+00:00;653.0044;2004;BGD
2005-01-01 00:00:00+00:00;654.67365;2005;BGD
2006-01-01 00:00:00+00:00;655.8356;2006;BGD
2007-01-01 00:00:00+00:00;673.12036;2007;BGD
2008-01-01 00:00:00+00:00;672.5095;2008;BGD
2009-01-01 00:00:00+00:00;681.9769;2009;BGD
2010-01-01 00:00:00+00:00;675.2325;2010;BGD
2011-01-01 00:00:00+00:00;672.5463;2011;BGD
2012-01-01 00:00:00+00:00;673.79675;2012;BGD
2013-01-01 00:00:00+00:00;673.7907;2013;BGD
2014-01-01 00:00:00+00:00;676.53876;2014;BGD
2015-01-01 00:00:00+00:00;675.8306;2015;BGD
2016-01-01 00:00:00+00:00;672.6011;2016;BGD
2017-01-01 00:00:00+00:00;672.15796;2017;BGD
2018-01-01 00:00:00+00:00;672.58655;2018;BGD
2019-01-01 00:00:00+00:00;675.43036;2019;BGD
2020-01-01 00:00:00+00:00;677.21375;2020;BGD
2021-01-01 00:00:00+00:00;678.8626;2021;BGD
2022-01-01 00:00:00+00:00;678.1058;2022;BGD
2023-01-01 00:00:00+00:00;691.4112;2023;BGD
2000-01-01 00:00:00+00:00;658.22784;2000;BRB
2001-01-01 00:00:00+00:00;650.6024;2001;BRB
2002-01-01 00:00:00+00:00;662.7907;2002;BRB
2003-01-01 00:00:00+00:00;666.6666;2003;BRB
2004-01-01 00:00:00+00:00;662.9213;2004;BRB
2005-01-01 00:00:00+00:00;656.5656;2005;BRB
2006-01-01 00:00:00+00:00;656.8628;2006;BRB
2007-01-01 00:00:00+00:00;657.1429;2007;BRB
2008-01-01 00:00:00+00:00;657.1429;2008;BRB
2009-01-01 00:00:00+00:00;663.55133;2009;BRB
2010-01-01 00:00:00+00:00;660.1942;2010;BRB
2011-01-01 00:00:00+00:00;663.46155;2011;BRB
2012-01-01 00:00:00+00:00;654.86725;2012;BRB
2013-01-01 00:00:00+00:00;653.46533;2013;BRB
2014-01-01 00:00:00+00:00;650.4855;2014;BRB
2015-01-01 00:00:00+00:00;644.23083;2015;BRB
2016-01-01 00:00:00+00:00;638.0953;2016;BRB
2017-01-01 00:00:00+00:00;634.6154;2017;BRB
2018-01-01 00:00:00+00:00;634.6154;2018;BRB
2019-01-01 00:00:00+00:00;632.0755;2019;BRB
2020-01-01 00:00:00+00:00;613.2075;2020;BRB
2021-01-01 00:00:00+00:00;603.7736;2021;BRB
2022-01-01 00:00:00+00:00;605.5046;2022;BRB
2000-01-01 00:00:00+00:00;518.0076;2000;BLR
2001-01-01 00:00:00+00:00;516.55365;2001;BLR
2002-01-01 00:00:00+00:00;515.4951;2002;BLR
2003-01-01 00:00:00+00:00;514.08185;2003;BLR
2004-01-01 00:00:00+00:00;515.0641;2004;BLR
2005-01-01 00:00:00+00:00;512.5969;2005;BLR
2006-01-01 00:00:00+00:00;515.24677;2006;BLR
2007-01-01 00:00:00+00:00;508.95386;2007;BLR
2008-01-01 00:00:00+00:00;512.12555;2008;BLR
2009-01-01 00:00:00+00:00;534.07965;2009;BLR
2010-01-01 00:00:00+00:00;511.17477;2010;BLR
2011-01-01 00:00:00+00:00;509.1643;2011;BLR
2012-01-01 00:00:00+00:00;510.22397;2012;BLR
2013-01-01 00:00:00+00:00;505.87112;2013;BLR
2014-01-01 00:00:00+00:00;507.1963;2014;BLR
2015-01-01 00:00:00+00:00;506.89352;2015;BLR
2016-01-01 00:00:00+00:00;506.10663;2016;BLR
2017-01-01 00:00:00+00:00;499.8551;2017;BLR
2018-01-01 00:00:00+00:00;501.15414;2018;BLR
2019-01-01 00:00:00+00:00;498.76425;2019;BLR
2020-01-01 00:00:00+00:00;498.7026;2020;BLR
2021-01-01 00:00:00+00:00;432.72018;2021;BLR
2022-01-01 00:00:00+00:00;441.74;2022;BLR
1990-01-01 00:00:00+00:00;312.98904;1990;BEL
1991-01-01 00:00:00+00:00;310.71777;1991;BEL
1992-01-01 00:00:00+00:00;301.7362;1992;BEL
1993-01-01 00:00:00+00:00;310.78766;1993;BEL
1994-01-01 00:00:00+00:00;325.76395;1994;BEL
1995-01-01 00:00:00+00:00;319.91296;1995;BEL
1996-01-01 00:00:00+00:00;304.09903;1996;BEL
1997-01-01 00:00:00+00:00;272.85568;1997;BEL
1998-01-01 00:00:00+00:00;291.75296;1998;BEL
1999-01-01 00:00:00+00:00;245.65192;1999;BEL
2000-01-01 00:00:00+00:00;269.59778;2000;BEL
2001-01-01 00:00:00+00:00;252.82971;2001;BEL
2002-01-01 00:00:00+00:00;249.81467;2002;BEL
2003-01-01 00:00:00+00:00;249.13245;2003;BEL
2004-01-01 00:00:00+00:00;247.61789;2004;BEL
2005-01-01 00:00:00+00:00;241.05238;2005;BEL
2006-01-01 00:00:00+00:00;231.58148;2006;BEL
2007-01-01 00:00:00+00:00;224.2829;2007;BEL
2008-01-01 00:00:00+00:00;218.27592;2008;BEL
2009-01-01 00:00:00+00:00;216.91174;2009;BEL
2010-01-01 00:00:00+00:00;212.88031;2010;BEL
2011-01-01 00:00:00+00:00;192.98442;2011;BEL
2012-01-01 00:00:00+00:00;202.67453;2012;BEL
2013-01-01 00:00:00+00:00;184.2587;2013;BEL
2014-01-01 00:00:00+00:00;189.88765;2014;BEL
2015-01-01 00:00:00+00:00;215.40259;2015;BEL
2016-01-01 00:00:00+00:00;158.7998;2016;BEL
2017-01-01 00:00:00+00:00;159.83127;2017;BEL
2018-01-01 00:00:00+00:00;187.33083;2018;BEL
2019-01-01 00:00:00+00:00;156.86696;2019;BEL
2020-01-01 00:00:00+00:00;166.85545;2020;BEL
2021-01-01 00:00:00+00:00;131.90462;2021;BEL
2022-01-01 00:00:00+00:00;139.79181;2022;BEL
2023-01-01 00:00:00+00:00;138.1068;2023;BEL
2000-01-01 00:00:00+00:00;230.76924;2000;BLZ
2001-01-01 00:00:00+00:00;230.76924;2001;BLZ
2002-01-01 00:00:00+00:00;214.2857;2002;BLZ
2003-01-01 00:00:00+00:00;437.5;2003;BLZ
2004-01-01 00:00:00+00:00;357.14285;2004;BLZ
2005-01-01 00:00:00+00:00;375.0;2005;BLZ
2006-01-01 00:00:00+00:00;95.2381;2006;BLZ
2007-01-01 00:00:00+00:00;136.36363;2007;BLZ
2008-01-01 00:00:00+00:00;47.61905;2008;BLZ
2009-01-01 00:00:00+00:00;124.99999;2009;BLZ
2010-01-01 00:00:00+00:00;142.85713;2010;BLZ
2011-01-01 00:00:00+00:00;90.90909;2011;BLZ
2012-01-01 00:00:00+00:00;131.57895;2012;BLZ
2013-01-01 00:00:00+00:00;108.10811;2013;BLZ
2014-01-01 00:00:00+00:00;138.88889;2014;BLZ
2015-01-01 00:00:00+00:00;138.88889;2015;BLZ
2016-01-01 00:00:00+00:00;105.26316;2016;BLZ
2017-01-01 00:00:00+00:00;100.0;2017;BLZ
2018-01-01 00:00:00+00:00;146.34146;2018;BLZ
2019-01-01 00:00:00+00:00;173.07695;2019;BLZ
2020-01-01 00:00:00+00:00;214.2857;2020;BLZ
2021-01-01 00:00:00+00:00;214.2857;2021;BLZ
2022-01-01 00:00:00+00:00;225.80646;2022;BLZ
2000-01-01 00:00:00+00:00;625.0;2000;BEN
2001-01-01 00:00:00+00:00;666.6667;2001;BEN
2002-01-01 00:00:00+00:00;666.6667;2002;BEN
2003-01-01 00:00:00+00:00;625.0;2003;BEN
2004-01-01 00:00:00+00:00;625.0;2004;BEN
2005-01-01 00:00:00+00:00;636.36365;2005;BEN
2006-01-01 00:00:00+00:00;666.6666;2006;BEN
2007-01-01 00:00:00+00:00;636.36365;2007;BEN
2008-01-01 00:00:00+00:00;652.17395;2008;BEN
2009-01-01 00:00:00+00:00;692.3078;2009;BEN
2010-01-01 00:00:00+00:00;636.36365;2010;BEN
2011-01-01 00:00:00+00:00;700.0;2011;BEN
2012-01-01 00:00:00+00:00;600.0;2012;BEN
2013-01-01 00:00:00+00:00;615.38464;2013;BEN
2014-01-01 00:00:00+00:00;647.0588;2014;BEN
2015-01-01 00:00:00+00:00;625.0;2015;BEN
2016-01-01 00:00:00+00:00;666.66675;2016;BEN
2017-01-01 00:00:00+00:00;625.0;2017;BEN
2018-01-01 00:00:00+00:00;631.5789;2018;BEN
2019-01-01 00:00:00+00:00;611.11115;2019;BEN
